@RELATION oversample

@ATTRIBUTE WCHU_fanIn NUMERIC
@ATTRIBUTE ck_oo_fanIn NUMERIC
@ATTRIBUTE ck_oo_cbo NUMERIC
@ATTRIBUTE WCHU_cbo NUMERIC
@ATTRIBUTE LDHH_numberOfAttributesInherited NUMERIC
@ATTRIBUTE ck_oo_numberOfAttributesInherited NUMERIC
@ATTRIBUTE WCHU_dit NUMERIC
@ATTRIBUTE WCHU_numberOfAttributesInherited NUMERIC
@ATTRIBUTE numberOfHighPriorityBugsFoundUntil: NUMERIC
@ATTRIBUTE CvsEntropy NUMERIC
@ATTRIBUTE numberOfCriticalBugsFoundUntil: NUMERIC
@ATTRIBUTE ck_oo_numberOfPrivateMethods NUMERIC
@ATTRIBUTE LDHH_numberOfPrivateMethods NUMERIC
@ATTRIBUTE WCHU_numberOfPrivateAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfPrivateAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfMethods NUMERIC
@ATTRIBUTE WCHU_numberOfPublicMethods NUMERIC
@ATTRIBUTE CvsLinEntropy NUMERIC
@ATTRIBUTE WCHU_numberOfAttributes NUMERIC
@ATTRIBUTE LDHH_numberOfPublicAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfPublicAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfAttributes NUMERIC
@ATTRIBUTE ck_oo_dit NUMERIC
@ATTRIBUTE WCHU_numberOfMethodsInherited NUMERIC
@ATTRIBUTE LDHH_numberOfMethods NUMERIC
@ATTRIBUTE WCHU_fanOut NUMERIC
@ATTRIBUTE WCHU_noc NUMERIC
@ATTRIBUTE ck_oo_numberOfLinesOfCode NUMERIC
@ATTRIBUTE class {buggy, clean}

@DATA
2.03,6,10,4.06,0.0,0,0.0,0.0,0,15.6356,0,0,0.0,0.0,0,5,2.02,0.178388,0.0,0.0,0,0,1,1.01,0.002841,3.04,0.0,17,clean
1.02,5,8,2.02,0.0,0,0.0,0.0,0,7.25379,0,1,0.001088,0.0,0,8,0.0,0.011854,0.0,0.0,0,1,1,1.01,0.0,2.02,1.01,89,clean
0.0,2,26,1.04,0.0,0,0.0,0.0,2,9.38026,0,0,0.0,0.0,0,7,0.0,0.139236,0.0,0.0,8,8,1,1.01,0.0,1.04,0.0,162,clean
0.0,1,2,1.01,0.0,0,0.0,0.0,0,4.23423,0,0,0.0,0.0,0,3,2.08,0.006973,1.01,0.001588,0,6,1,2.08,0.002067,1.01,1.01,19,clean
0.0,2,12,2.02,0.001105,28,0.0,1.03,0,11.0281,0,1,0.001009,0.0,0,8,0.0,0.137491,0.0,0.0,0,1,4,4.1,0.001036,2.02,0.0,64,clean
1.02,5,8,2.02,0.0,0,0.0,0.0,0,7.25379,0,1,0.001088,0.0,0,8,0.0,0.011854,0.0,0.0,0,1,1,1.01,0.0,2.02,1.01,89,clean
0.0,0,7,0.0,0.0,0,0.0,0.0,0,10.4982,0,1,0.0,0.0,2,4,0.0,0.148309,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,50,clean
0.0,1,4,0.0,0.0,0,0.0,0.0,0,8.6406,0,0,0.0,0.0,0,3,0.0,0.015554,0.0,0.0,1,1,1,1.01,0.0,0.0,0.0,36,clean
0.0,4,7,0.0,0.0,20,0.0,0.0,1,3.17913,0,0,0.0,0.0,0,8,0.0,0.007428,0.0,0.0,0,0,3,2.08,0.0,0.0,0.0,312,clean
0.0,0,4,1.01,0.043647,385,1.02,23.66,0,7.15525,0,0,0.0,0.0,0,5,0.0,0.012253,0.0,0.0,1,2,6,5.06,0.0,1.01,0.0,85,clean
0.0,1,3,0.0,0.0,0,0.0,0.0,0,3.42081,0,1,0.0,0.0,0,9,0.0,0.004877,0.0,0.0,4,4,1,1.01,0.0,0.0,0.0,83,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,4.08525,0,0,0.0,0.0,5,5,0.0,0.005998,0.0,0.0,0,34,1,2.03,0.0,0.0,0.0,29,clean
0.0,1,9,1.01,0.013698,126,0.0,6.04,2,10.2069,0,0,0.0,0.0,0,10,1.03,0.171941,1.04,0.006873,7,7,3,3.06,0.005116,1.01,0.0,166,clean
0.0,1,8,2.02,0.0,18,0.0,0.0,1,14.8353,1,0,0.0,0.0,0,4,0.0,0.151772,0.0,0.0,0,1,2,4.04,0.002446,2.02,0.0,83,clean
0.0,1,1,0.0,0.002293,2,0.0,1.01,0,10.4506,0,0,0.0,1.01,1,17,3.04,0.133647,3.03,0.0,1,15,2,6.08,0.002389,0.0,0.0,53,clean
4.06,20,20,5.07,0.043647,380,1.02,23.65,1,7.7102,0,0,0.0,0.0,0,5,0.0,0.015036,1.02,0.002662,7,7,2,2.02,0.0,1.01,1.01,35,clean
1.01,4,8,1.01,0.0,7,0.0,0.0,0,10.9911,1,0,0.0,0.0,0,19,1.01,0.01837,0.0,0.0,0,3,2,4.07,0.001002,2.02,0.0,233,clean
1.01,13,20,1.01,0.0,0,0.0,0.0,1,9.33444,0,0,0.0,0.0,2,9,0.0,0.014443,1.01,0.000513,6,8,1,1.01,0.0,0.0,0.0,149,clean
2.02,1,2,3.03,0.001366,0,0.0,1.09,1,14.2655,0,0,0.0,0.0,0,5,1.01,0.032549,0.0,0.0,3,4,1,1.01,0.001587,1.01,0.0,38,clean
0.0,1,10,0.0,0.043647,415,1.02,23.66,0,12.0762,3,0,0.0,0.0,0,6,0.0,0.019818,0.0,0.0,2,2,6,7.1,0.0,0.0,0.0,230,clean
0.0,0,1,0.0,0.032846,386,0.0,13.63,0,0.0,0,0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,2,2,6,5.06,0.0,0.0,0.0,13,clean
1.01,2,15,6.11,0.0,18,0.0,0.0,2,25.6173,2,2,0.001691,0.0,0,8,2.03,0.167331,5.06,0.005192,9,9,2,4.04,0.003739,6.11,0.0,190,clean
0.0,5,15,1.01,0.0,0,0.0,0.0,0,9.32465,0,1,0.0,0.0,3,9,0.0,0.01318,0.0,0.0,0,3,1,1.01,0.0,1.01,0.0,74,clean
0.0,1,10,0.0,0.043647,415,1.02,23.66,0,12.0762,3,0,0.0,0.0,0,6,0.0,0.019818,0.0,0.0,2,2,6,7.1,0.0,0.0,0.0,226,clean
2.02,3,3,3.03,0.005575,152,0.0,4.09,0,6.77104,0,1,0.001087,1.01,1,12,0.0,0.010135,0.0,0.000939,0,1,2,1.01,0.001015,1.01,0.0,37,clean
0.0,1,16,3.03,0.001014,6,0.0,1.02,2,20.5304,0,1,0.000742,1.01,8,22,4.04,0.170138,1.01,0.0,0,8,2,5.05,0.005517,2.02,0.0,232,clean
1.01,2,8,1.01,0.043647,385,1.02,23.66,0,6.88643,0,1,0.0,0.0,0,8,1.01,0.015043,0.0,0.0,2,5,6,8.1,0.001525,0.0,0.0,71,clean
1.01,1,4,1.01,0.0,0,0.0,0.0,0,5.18073,0,0,0.0,0.0,3,6,0.0,0.007147,0.0,0.0,0,3,1,1.01,0.0,0.0,0.0,88,clean
0.0,1,6,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,4,16,0.0,0.154542,0.0,0.0,0,7,3,2.02,0.0,0.0,0.0,128,clean
0.0,1,6,0.0,0.0,0,0.0,0.0,1,0.0,0,0,0.0,0.0,1,13,0.0,0.0,0.0,0.0,0,3,2,0.0,0.0,0.0,0.0,77,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,5.07933,0,0,0.0,0.0,0,3,0.0,0.007625,0.0,0.0,0,1,1,1.01,0.0,0.0,0.0,11,clean
0.0,1,5,0.0,0.0,8,0.0,0.0,0,7.96225,0,0,0.0,0.0,0,3,0.0,0.01089,0.0,0.0,4,4,2,2.03,0.0,0.0,0.0,49,clean
0.0,1,5,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,2,12,0.0,0.154542,0.0,0.0,0,3,3,2.02,0.0,0.0,0.0,72,clean
0.0,3,8,0.0,0.0,0,0.0,0.0,0,4.08525,0,0,0.0,0.0,0,13,0.0,0.005998,0.0,0.0,5,11,1,1.01,0.0,0.0,0.0,99,clean
2.02,1,1,2.02,0.0,0,0.0,0.0,0,2.96868,0,0,0.0,0.0,0,2,1.01,0.003467,0.0,0.0,3,3,1,1.01,0.0,0.0,0.0,8,clean
0.0,1,13,1.01,0.0,18,0.0,0.0,0,9.60428,1,0,0.0,0.0,0,5,0.0,0.014686,0.0,0.0,0,0,2,4.04,0.0,1.01,0.0,141,clean
0.0,2,4,0.0,0.0,0,0.0,0.0,0,3.9771,0,1,0.0,0.0,0,7,0.0,0.005853,0.0,0.0,4,4,1,1.01,0.0,0.0,0.0,79,clean
0.0,1,1,0.0,0.0,0,0.0,0.0,0,4.08525,0,0,0.0,0.0,0,2,0.0,0.005998,0.0,0.0,4,4,1,1.01,0.0,0.0,0.0,12,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,3.9771,0,1,0.0,0.0,0,7,0.0,0.005853,0.0,0.0,4,4,1,1.01,0.0,0.0,0.0,74,clean
0.0,3,5,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,2,8,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,35,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,5.60179,0,0,0.0,0.0,2,3,0.0,0.00814,0.0,0.0,0,2,1,1.01,0.0,0.0,0.0,24,clean
1.01,2,5,1.01,0.0,9,0.0,0.0,0,2.36846,0,0,0.0,0.0,5,6,0.0,0.004246,0.0,0.0,0,5,2,1.01,0.0,0.0,0.0,37,clean
0.0,1,3,0.0,0.0,1,0.0,0.0,0,4.07501,0,0,0.0,0.0,2,3,0.0,0.006219,0.0,0.0,0,2,3,1.01,0.0,0.0,0.0,11,clean
1.01,4,5,2.02,0.0,0,0.0,0.0,0,8.12682,0,0,0.0,0.0,0,7,1.01,0.155483,0.0,0.0,3,3,1,0.0,0.007963,1.01,0.0,28,clean
0.0,0,7,0.0,0.0,0,0.0,0.0,0,10.4982,0,1,0.0,0.0,2,4,0.0,0.148309,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,50,clean
0.0,2,4,0.0,0.001421,95,0.0,1.01,0,10.4485,0,0,0.0,1.01,2,12,0.0,0.168866,1.01,0.0,0,3,2,2.02,0.0,0.0,0.0,63,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,3.5829,0,0,0.0,0.0,2,4,0.0,0.007198,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,28,clean
6.09,8,15,6.09,0.001421,97,0.0,1.01,1,7.18067,0,0,0.0,0.0,11,35,0.0,0.151655,0.0,0.0,0,23,3,3.03,0.001889,0.0,0.0,319,clean
0.0,2,5,0.0,0.0,8,0.0,0.0,0,4.07501,0,0,0.0,0.0,0,3,0.0,0.006219,0.0,0.0,0,0,2,2.03,0.0,0.0,0.0,30,clean
0.0,1,11,0.0,0.043647,413,1.02,23.66,0,13.7206,0,0,0.0,0.0,0,9,0.0,0.019291,0.0,0.0,2,2,5,6.08,0.0,0.0,0.0,150,clean
4.04,7,25,10.13,0.0,0,0.0,0.0,1,32.0766,4,15,0.002601,0.0,0,31,0.0,0.216457,5.05,0.014991,13,14,1,0.0,0.009185,8.11,0.0,661,clean
0.0,0,9,0.0,0.0,2,0.0,0.0,1,0.0,0,1,0.0,0.0,3,12,0.0,0.0,0.0,0.0,2,5,2,0.0,0.0,0.0,0.0,89,clean
0.0,2,12,2.02,0.001105,28,0.0,1.03,0,11.0281,0,1,0.001009,0.0,0,8,0.0,0.137491,0.0,0.0,0,1,4,4.1,0.001036,2.02,0.0,64,clean
4.04,11,17,4.05,0.005599,9,1.01,2.05,1,11.8043,0,0,0.0,1.01,0,24,4.05,0.133889,2.04,0.0,0,10,5,4.07,0.003794,2.03,0.0,193,clean
0.0,5,10,1.01,0.0,69,0.0,0.0,1,2.35255,0,0,0.0,1.01,4,12,0.0,0.071151,1.01,0.0,0,4,8,0.0,0.0,1.01,0.0,59,clean
4.04,5,7,4.04,0.001421,95,0.0,1.01,0,6.84846,0,0,0.0,0.0,3,15,0.0,0.151789,0.0,0.0,0,5,3,2.02,0.0,0.0,0.0,80,clean
0.0,1,2,0.0,0.025373,68,0.0,14.23,0,4.07501,0,0,0.0,0.0,0,3,0.0,0.006219,0.0,0.0,0,1,2,4.04,0.0,0.0,0.0,11,clean
0.0,1,11,0.0,0.043647,413,1.02,23.66,0,13.7206,0,0,0.0,0.0,0,9,0.0,0.019291,0.0,0.0,2,2,5,6.08,0.0,0.0,0.0,150,clean
0.0,1,6,0.0,0.043647,398,1.02,23.66,0,7.79015,0,0,0.0,0.0,0,11,0.0,0.013606,0.0,0.0,3,3,6,4.05,0.0,0.0,0.0,75,clean
0.0,0,2,0.0,0.043647,380,1.02,23.65,0,11.17,1,0,0.0,0.0,0,3,0.0,0.023864,1.01,0.001311,4,4,3,2.02,0.0,0.0,1.01,39,clean
0.0,3,6,0.0,0.001421,95,0.0,1.01,0,6.70304,0,0,0.0,0.0,3,15,0.0,0.152618,0.0,0.0,0,5,2,2.02,0.0,0.0,0.0,95,clean
0.0,0,6,1.01,0.001073,5,0.0,1.04,0,12.7841,0,0,0.0,2.02,8,22,4.04,0.140355,2.02,0.0,0,8,3,5.05,0.011424,1.01,0.0,154,clean
0.0,1,4,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,2,12,0.0,0.154542,0.0,0.0,0,3,3,2.02,0.0,0.0,0.0,59,clean
2.03,4,4,2.03,0.005575,152,0.0,4.09,0,6.77104,0,1,0.001087,1.02,2,12,0.0,0.010135,1.01,0.000939,0,2,2,1.01,0.001015,0.0,0.0,40,clean
2.02,1,1,2.02,0.005044,11,1.01,2.03,0,4.07501,0,0,0.0,0.0,0,5,0.0,0.006219,0.0,0.0,0,1,6,3.1,0.0,0.0,0.0,12,clean
0.0,1,2,0.0,0.043647,387,1.02,23.63,0,8.05174,0,0,0.0,0.0,2,5,1.01,0.011483,0.0,0.0,0,2,3,3.03,0.000845,0.0,0.0,18,clean
5.07,1,12,6.08,0.0,0,0.0,0.0,1,17.0375,0,0,0.0,0.0,0,6,0.0,0.182856,1.02,0.0,0,2,1,1.01,0.0,1.01,0.0,63,clean
1.01,2,4,1.01,0.0,5,0.0,0.0,0,6.91346,0,0,0.0,0.0,0,6,1.01,0.126527,0.0,0.0,0,3,1,2.02,0.004124,0.0,0.0,24,clean
0.0,1,6,0.0,0.047439,135,0.0,8.55,0,7.11369,0,0,0.0,0.0,0,4,0.0,0.011297,0.0,0.0,2,2,3,5.07,0.0,0.0,0.0,107,clean
0.0,0,0,0.0,0.0,0,0.0,0.0,0,4.07501,0,0,0.0,0.0,1,1,0.0,0.006219,0.0,0.0,0,9,1,2.03,0.0,0.0,0.0,3,clean
0.0,1,2,0.0,0.035941,396,0.0,16.66,0,3.58431,0,0,0.0,0.0,0,5,1.01,0.005332,0.0,0.0,2,2,7,8.1,0.000898,0.0,0.0,17,clean
0.0,3,10,0.0,0.0,0,0.0,0.0,0,9.08309,0,0,0.0,0.0,0,8,0.0,0.13756,0.0,0.0,1,1,2,2.02,0.0,0.0,0.0,46,clean
0.0,1,3,0.0,0.043647,388,1.02,23.66,0,4.07501,0,0,0.0,0.0,0,3,0.0,0.006219,0.0,0.0,0,0,8,8.1,0.0,0.0,0.0,21,clean
0.0,1,2,0.0,0.0,0,0.0,0.0,0,5.60179,0,0,0.0,0.0,2,3,0.0,0.00814,0.0,0.0,0,2,1,1.01,0.0,0.0,0.0,24,clean
1.01,2,8,1.01,0.0,0,0.0,0.0,1,8.43424,0,5,0.0,0.0,3,20,2.03,0.016745,0.0,0.0,0,3,1,1.01,0.001889,0.0,0.0,128,clean
0.0,8,19,3.03,0.0,18,0.0,0.0,0,9.44761,0,0,0.001009,0.0,0,20,0.0,0.141003,1.03,0.0,0,7,2,4.04,0.009771,3.03,0.0,142,clean
0.0,4,9,1.02,0.0,0,0.0,0.0,0,3.0444,0,4,0.0,0.0,3,9,0.0,0.006751,0.0,0.0,0,3,1,0.0,0.0,1.02,0.0,99,clean
2.02,2,4,2.02,0.016601,12,0.0,1.12,0,10.8648,0,0,0.0,1.01,0,2,1.01,0.030107,3.05,0.008228,4,6,1,4.05,0.0,0.0,0.0,15,clean
0.0,1,3,0.0,0.0,1,0.0,0.0,0,4.07501,0,0,0.0,0.0,3,3,0.0,0.006219,0.0,0.0,0,3,3,1.01,0.0,0.0,0.0,22,clean
0.0,1,4,0.0,0.001421,95,0.0,1.01,0,6.84846,0,0,0.0,0.0,4,13,0.0,0.151789,0.0,0.0,0,6,3,2.02,0.0,0.0,0.0,76,clean
0.0,1,4,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,15,0.0,0.154542,0.0,0.0,0,5,3,3.05,0.0,0.0,0.0,109,clean
1.01,5,7,1.01,0.043647,385,1.02,23.66,0,6.73444,0,0,0.0,0.0,0,6,0.0,0.132755,0.0,0.0,2,2,6,8.1,0.0,0.0,0.0,52,clean
0.0,0,0,0.0,0.041172,386,1.02,22.65,0,6.61333,0,0,0.0,0.0,0,2,0.0,0.013148,0.0,0.0,0,2,7,5.06,0.0,0.0,0.0,7,clean
0.0,1,5,0.0,0.0,0,0.0,0.0,0,1.29561,0,2,0.0,0.0,0,9,0.0,0.00439,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,109,clean
0.0,1,4,1.01,0.040328,388,1.02,20.61,0,4.59811,0,1,0.000742,0.0,0,4,0.0,0.005926,0.0,0.0,1,1,3,4.04,0.000844,1.01,0.0,80,clean
0.0,2,15,2.02,0.0,0,0.0,0.0,0,11.1327,0,1,0.0,0.0,0,6,0.0,0.134361,0.0,0.0,1,1,1,1.01,0.0,2.02,0.0,152,clean
0.0,1,16,3.13,0.001014,6,0.0,1.02,0,19.5611,0,1,0.0,1.01,7,15,2.02,0.179696,1.01,0.0,0,7,2,3.03,0.002969,3.13,0.0,155,clean
0.0,2,12,6.12,0.017119,9,0.0,2.04,1,26.0554,1,13,0.018977,5.13,8,18,2.02,0.222215,5.14,0.006106,2,10,2,2.02,0.027276,6.12,0.0,370,clean
0.0,5,22,2.02,0.0,0,0.0,0.0,0,14.4323,1,0,0.0,0.0,0,11,0.0,0.021916,0.0,0.0,0,5,1,2.02,0.0,2.02,0.0,242,clean
0.0,2,2,0.0,0.0,0,0.0,0.0,0,6.70304,0,0,0.0,0.0,4,5,0.0,0.152618,0.0,0.0,0,4,1,1.02,0.0,0.0,0.0,18,clean
0.0,1,3,0.0,0.043647,419,1.02,23.66,1,9.52046,0,0,0.0,0.0,0,3,0.0,0.136956,2.02,0.007884,4,4,7,5.07,0.0,0.0,0.0,17,clean
2.02,5,5,1.01,0.005575,152,0.0,4.09,0,4.08525,0,1,0.001087,1.01,1,5,1.01,0.005998,0.0,0.000939,0,1,2,1.01,0.0,1.01,0.0,27,clean
0.0,1,1,0.0,0.0,2,0.0,0.0,0,3.29051,0,0,0.0,0.0,0,1,0.0,0.003763,0.0,0.0,0,0,2,3.08,0.0,0.0,0.0,3,clean
1.01,3,3,1.01,0.0,0,0.0,0.0,0,5.54249,0,0,0.0,0.0,0,10,3.04,0.016055,0.0,0.0,0,0,1,0.0,0.004481,0.0,0.0,0,clean
0.0,1,11,0.0,0.043647,413,1.02,23.66,0,13.7206,0,0,0.0,0.0,0,9,0.0,0.019291,0.0,0.0,2,2,5,6.08,0.0,0.0,0.0,150,clean
0.0,0,7,1.04,0.0,6,0.0,0.0,0,2.38353,0,0,0.0,0.0,2,20,0.0,0.007733,0.0,0.0,0,2,2,0.0,0.0,1.04,0.0,87,clean
0.0,1,6,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,3,14,0.0,0.154542,0.0,0.0,0,5,3,2.02,0.0,0.0,0.0,106,clean
0.0,1,4,0.0,0.0,0,0.0,0.0,1,1.47165,0,1,0.0,0.0,0,8,0.0,0.112489,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,94,clean
0.0,1,3,0.0,0.0,0,0.0,0.0,0,3.76257,0,3,0.0,0.0,0,10,0.0,0.005982,0.0,0.0,4,4,1,1.01,0.0,0.0,0.0,143,clean
5.07,1,12,6.08,0.0,0,0.0,0.0,1,17.0375,0,0,0.0,0.0,0,6,0.0,0.182856,1.02,0.0,0,2,1,1.01,0.0,1.01,0.0,63,clean
0.0,1,3,0.0,0.043647,398,1.02,23.66,0,10.8205,0,0,0.0,0.0,0,8,0.0,0.019564,1.01,0.001692,0,0,7,4.05,0.0,0.0,0.0,25,clean
0.0,1,5,1.04,0.025373,68,0.0,14.23,0,11.2897,0,0,0.0,0.0,0,9,0.0,0.147945,0.0,0.0,0,1,2,4.04,0.0,1.04,0.0,124,clean
0.0,1,5,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,2,12,0.0,0.154542,0.0,0.0,0,3,3,2.02,0.0,0.0,0.0,72,clean
0.0,1,4,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,2,12,0.0,0.154542,0.0,0.0,0,3,3,2.02,0.0,0.0,0.0,59,clean
4.08,11,33,5.14,0.004526,52,0.0,1.03,1,11.6167,2,0,0.0,0.0,0,20,2.03,0.025544,0.0,0.0,0,0,4,11.2,0.003588,4.08,0.0,312,clean
0.0,1,3,0.0,0.0,1,0.0,0.0,0,4.07501,0,0,0.0,0.0,3,3,0.0,0.006219,0.0,0.0,0,3,3,1.01,0.0,0.0,0.0,21,clean
0.0,2,14,3.04,0.001105,28,0.0,1.03,0,10.984,0,2,0.000822,0.0,0,9,0.0,0.138206,0.0,0.0,0,0,4,4.1,0.002087,3.04,0.0,77,clean
1.01,6,11,3.03,0.039372,49,1.02,15.06,0,12.5452,0,0,0.0,0.0,0,6,0.0,0.145537,0.0,0.0,2,2,4,24.4,0.0,2.02,0.0,64,clean
0.0,1,4,0.0,0.035941,406,0.0,16.65,0,3.58431,0,0,0.0,0.0,0,9,1.02,0.005332,0.0,0.0,2,2,7,7.09,0.000898,0.0,0.0,76,clean
0.0,1,5,1.01,0.041451,389,1.02,21.62,0,0.0,0,0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,6,7.1,0.0,1.01,0.0,32,clean
1.01,1,6,1.01,0.043647,380,1.02,23.65,0,7.98927,0,0,0.0,0.0,0,7,0.0,0.011321,0.0,0.0,0,0,3,2.02,0.0,0.0,0.0,32,clean
7.07,36,48,8.08,0.04453,391,1.02,24.65,1,24.8564,1,1,0.0,0.0,0,28,0.0,0.07316,1.02,0.002662,17,17,2,2.02,0.0,2.03,0.0,314,clean
0.0,1,2,0.0,0.035941,396,0.0,16.66,0,3.58431,0,0,0.0,0.0,0,5,1.01,0.005332,0.0,0.0,2,2,7,8.1,0.000898,0.0,0.0,17,clean
0.0,4,6,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,2,12,0.0,0.154542,0.0,0.0,0,3,2,2.02,0.0,0.0,0.0,53,clean
1.01,5,23,3.03,0.0,0,0.0,0.0,2,12.8587,0,3,0.0,0.0,4,5,0.0,0.197965,0.0,0.0,0,4,1,1.01,0.0,2.02,0.0,200,clean
0.0,4,7,0.0,0.0,20,0.0,0.0,1,3.17913,0,0,0.0,0.0,0,8,0.0,0.007428,0.0,0.0,0,0,3,2.08,0.0,0.0,0.0,312,clean
0.0,4,4,0.0,0.001441,6,0.0,1.01,0,4.08525,0,0,0.0,0.0,1,1,0.0,0.005998,0.0,0.0,0,1,3,2.03,0.0,0.0,0.0,3,clean
0.0,1,19,3.03,0.016601,17,0.0,1.12,2,11.8899,0,3,0.0,0.0,6,11,0.0,0.150196,0.0,0.0,2,10,2,1.01,0.0,3.03,0.0,240,clean
0.0,1,5,2.03,0.042401,61,1.02,17.12,0,5.86013,0,0,0.0,0.0,0,5,1.01,0.010113,0.0,0.0,0,0,6,25.5,0.001587,2.03,0.0,33,clean
0.0,1,4,0.0,0.02857,397,0.0,10.34,0,2.07169,0,0,0.0,0.0,0,3,0.0,0.13249,0.0,0.0,0,0,5,2.02,0.0,0.0,0.0,44,clean
1.01,8,8,1.01,0.036902,35,1.02,9.2,0,8.13317,0,0,0.0,0.0,1,2,0.0,0.011737,0.0,0.0,1,2,4,3.05,0.0,0.0,0.0,9,clean
0.0,1,4,0.0,0.001421,95,0.0,1.01,0,7.95479,0,0,0.0,0.0,2,12,0.0,0.154542,0.0,0.0,0,3,3,2.02,0.0,0.0,0.0,59,clean
0.0,1,5,0.0,0.0,8,0.0,0.0,0,7.96225,0,0,0.0,0.0,0,3,0.0,0.01089,0.0,0.0,4,4,2,2.03,0.0,0.0,0.0,49,clean
0.0,1,12,0.0,0.0,19,0.0,0.0,0,4.11229,1,3,0.003312,0.0,0,5,0.0,0.058398,0.0,0.0,3,3,3,1.01,0.003367,0.0,0.0,152,clean
1.01,1,3,1.01,0.0,10,0.0,0.0,0,6.85444,0,0,0.0,1.01,1,4,0.0,0.012161,1.01,0.0,0,1,3,4.06,0.001746,0.0,0.0,32,clean
0.0,1,26,3.06,0.0,6,0.0,0.0,0,7.87568,0,4,0.00303,0.0,7,60,0.0,0.158058,0.0,0.0,0,7,2,0.0,0.003037,3.06,0.0,402,clean
1.01,2,6,3.03,0.004526,52,0.0,1.03,0,9.78944,0,0,0.0,0.0,0,12,1.01,0.013049,1.01,0.0,0,2,4,9.16,0.001889,3.03,1.01,57,clean
0.0,0,0,0.0,0.041172,386,1.02,22.65,0,6.61333,0,0,0.0,0.0,0,2,0.0,0.013148,0.0,0.0,0,2,7,5.06,0.0,0.0,0.0,7,clean
5.09,36,51,6.11,0.0,0,0.0,0.0,3,19.3262,1,0,0.0,0.0,0,54,0.0,0.16414,0.0,0.000442,1,18,1,1.01,0.010615,3.06,0.0,528,clean
0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,6,clean
1.01,1,12,1.01,0.043647,380,1.02,23.65,0,13.1474,2,0,0.0,0.0,2,6,0.0,0.020265,0.0,0.0,5,7,3,2.02,0.0,0.0,0.0,232,clean
0.0,1,5,0.0,0.0,12,0.0,0.0,0,3.76811,0,0,0.0,0.0,1,5,0.0,0.007492,0.0,0.0,0,1,3,2.06,0.0,0.0,0.0,40,clean
0.0,3,3,0.0,0.0,54,0.0,0.0,1,0.0,0,0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,0.0,7,clean
3.04,2,13,6.08,0.041456,38,1.02,14.46,0,31.4543,5,3,0.001463,1.01,2,12,1.01,0.19938,1.01,0.001476,5,7,4,6.12,0.001713,5.05,0.0,412,clean
0.0,4,6,0.0,0.0,0,0.0,0.0,0,6.70304,0,0,0.0,0.0,2,4,0.0,0.152618,0.0,0.0,1,3,2,1.01,0.0,0.0,0.0,18,clean
0.0,0,6,0.0,0.0,0,0.0,0.0,0,0.0,0,2,0.0,0.0,7,7,0.0,0.0,0.0,0.0,9,16,2,0.0,0.0,0.0,0.0,142,clean
0.0,1,5,1.04,0.043647,388,1.02,23.66,0,6.94335,0,0,0.0,0.0,0,2,0.0,0.009766,0.0,0.0,0,0,6,7.09,0.0,1.04,0.0,15,clean
0.0,0,6,1.01,0.043647,385,1.02,23.66,0,9.8326,0,0,0.0,0.0,0,8,0.0,0.015947,0.0,0.0,1,3,6,5.06,0.0,1.01,0.0,110,clean
0.0,2,4,0.0,0.0,69,0.0,0.0,1,1.29357,0,0,0.0,1.01,4,7,0.0,0.054678,1.01,0.0,0,4,8,0.0,0.0,0.0,0.0,41,clean
